1,-0.3,0.34,0.42,0,3.141592654,0,5.678475937,-1.913231954,-1.195680153,-4.745069525,-1.570796328,-5.31709835
1,-0.3,0.34,0.43,0,3.141592654,0,5.678475949,-1.914392285,-1.168575288,-4.771014059,-1.570796326,-5.317098341
1,-0.3,0.34,0.44,0,3.141592654,0,5.67847594,-1.91623641,-1.140494121,-4.797251097,-1.570796327,-5.317098351
1,-0.3,0.34,0.45,0,3.141592654,0,5.678475936,-1.918790574,-1.111377008,-4.823814045,-1.570796328,-5.317098352
1,-0.3,0.34,0.46,0,3.141592654,0,5.678475935,-1.922085581,-1.081154539,-4.850741516,-1.570796326,-5.317098354
1,-0.3,0.34,0.47,0,3.141592654,0,5.67847593,-1.926157788,-1.049745548,-4.878078296,-1.570796327,-5.317098353
1,-0.3,0.34,0.48,0,3.141592654,0,5.678475928,-1.931050366,-1.017054511,-4.905876752,-1.57079633,-5.317098354
1,-0.3,0.34,0.472,0,3.141592654,0,5.678475941,-1.927069134,-1.043313327,-4.883599175,-1.570796326,-5.317098351
1,-0.3,0.34,0.464,0,3.141592654,0,5.67847594,-1.923618935,-1.068738371,-4.861624324,-1.570796331,-5.317098349
1,-0.3,0.34,0.456,0,3.141592654,0,5.678475939,-1.920676479,-1.093381103,-4.839924052,-1.570796327,-5.317098351
1,-0.283333333,0.34,0.45,0,3.141592654,0,5.656319898,-1.889861143,-1.150626001,-4.813494488,-1.570796328,-5.339254391
1,-0.266666667,0.34,0.45,0,3.141592654,0,5.632861332,-1.862319849,-1.18717842,-4.804483368,-1.570796327,-5.362712951
1,-0.25,0.34,0.45,0,3.141592654,0,5.608023334,-1.836137492,-1.221188007,-4.796656137,-1.570796327,-5.387550948
1,-0.233333333,0.34,0.45,0,3.141592654,0,5.581729295,-1.811306758,-1.252773046,-4.789901832,-1.570796327,-5.413844987
1,-0.216666667,0.34,0.45,0,3.141592654,0,5.553904437,-1.787838525,-1.282023886,-4.784119225,-1.570796327,-5.441669845
1,-0.2,0.34,0.45,0,3.141592654,0,5.524477874,-1.76575902,-1.309008475,-4.77921414,-1.570796327,-5.471096408
1,-0.2,0.34,0.442,0,3.141592654,0,5.524477887,-1.76466174,-1.330763937,-4.758555959,-1.570796327,-5.471096404
1,-0.2,0.34,0.434,0,3.141592654,0,5.524477886,-1.763968135,-1.352010827,-4.738002675,-1.570796326,-5.471096399
