Tipo de Movimiento,X [m],Y [m],Z [m],Rx [rad],Ry [rad],Rz [rad],Base [rad],Shoulder [rad],Elbow [rad],Wrist 1 [rad],Wrist 2 [rad],Wrist 3 [rad]
1,0.58534693877551,0.034875711781638,0.151972847087043,1.81588845484966,0.65027024666314,-0.464284024290661,3.51597323663347,-2.04918436636238,-1.68398044800591,-1.79619960584166,0.494292518105219,-1.37837446518045
1,0.585765306122449,0.0347103619802566,0.152454494578498,1.89147742544754,0.430526727632227,-0.321966341617313,3.51350917010451,-2.04809684203148,-1.68252491931889,-1.77773463376164,0.520996375126619,-1.16885651207707
1,0.586183673469388,0.0345450121788752,0.152936142069953,1.94758818836127,0.20707466200447,-0.176807889046135,3.51113248257007,-2.04538755876453,-1.68520726152634,-1.7466780359107,0.5454318312015,-0.967778555988544
1,0.586602040816326,0.0343796623774937,0.153417789561408,1.98399659630479,-0.0191984203908579,-0.02938519471782,3.50893447897616,-2.04140975901936,-1.69150723203813,-1.70538587472313,0.566719337739062,-0.773025158982759
1,0.587020408163265,0.0342143125761123,0.153899437052863,2.00039444185512,-0.247408091135693,0.119729022185157,3.50699749423084,-2.03656736538204,-1.70087033820795,-1.65595356323408,0.58415176656556,-0.582803595252043
1,0.587438775510204,0.0340489627747309,0.154381084544318,1.99638473205014,-0.476651880974078,0.269952104713583,3.50539181237782,-2.03128448123574,-1.71271301268115,-1.6002812450499,0.597172793789866,-0.395599202960538
1,0.587857142857143,0.0338836129733495,0.154862732035773,1.97147744002822,-0.705986892808797,0.420676886112773,3.50417237842894,-2.02598007359681,-1.72642642308597,-1.54014792991839,0.605364509208783,-0.210114679000989
1,0.587438775510204,0.0336412418513071,0.155310594660895,2.02451218399831,-0.472421785439035,0.281502288009409,3.50403906892541,-2.0244668229805,-1.72746421228262,-1.54046227431409,0.605291450410492,-0.439559236959583
1,0.587020408163265,0.0333988707292648,0.155758457286017,2.05626459139648,-0.236735615049328,0.141063810653374,3.5039055629413,-2.0229534847956,-1.72849964212944,-1.54077876887175,0.605218294550471,-0.669004133454151
1,0.586602040816327,0.0331564996072224,0.156206319911139,2.06683725446659,1.10456295946631e-15,1.31495590412656e-16,3.50377184285037,-2.02144007125531,-1.72953270622338,-1.54109740533513,0.605145039197005,-0.898449382136193
1,0.586183673469388,0.0329141284851801,0.156654182536261,2.05626459139648,0.23673561504933,-0.141063810653374,3.50363790817492,-2.01992658148286,-1.73056340711488,-1.54141817573101,0.605071684835215,-1.12789499511007
1,0.585765306122449,0.0326717573631378,0.157102045161384,2.02451218399831,0.472421785439037,-0.281502288009409,3.5035037583579,-2.01841301650586,-1.73159174215385,-1.54174108757003,0.604998230449025,-1.3573409596837
1,0.58534693877551,0.0324293862410954,0.157549907786506,1.97147744002822,0.7059868928088,-0.420676886112773,3.50336939297022,-2.01689937547128,-1.73261771376528,-1.54206613330852,0.604924676525864,-1.58678728726389
1,0.585765306122449,0.0321870151190531,0.157997770411628,2.05240665134374,0.469183849972726,-0.29379241249786,3.50031094547695,-2.01691019724209,-1.72772767023518,-1.53851353421955,0.63291656070205,-1.36643725605095
1,0.586183673469388,0.0319446439970108,0.15844563303675,2.11180074055817,0.227730788764775,-0.163973326467197,3.4972780026696,-2.01576590925093,-1.72661144818486,-1.52225683849285,0.659664764792287,-1.15406002795584
1,0.586602040816327,0.0317022728749684,0.158893495661872,2.14932478224453,-0.017227781657872,-0.0318339592153856,3.49438878998239,-2.0136234081026,-1.72898118900959,-1.49514150762734,0.684036923368793,-0.947942671724957
1,0.587020408163265,0.0314599017529261,0.159341358286994,2.16457964733591,-0.264540636872901,0.102008945946332,3.49175434781765,-2.01073351539048,-1.73443635017945,-1.45900191773152,0.705080401005427,-0.746506663834896
1,0.587438775510204,0.0312175306308837,0.159789220912116,2.15709793614668,-0.513025653636562,0.236923195062783,3.48947395485448,-2.00740380081106,-1.74249452180681,-1.41562665770845,0.72201095319656,-0.54834943191753
1,0.587857142857143,0.0309751595088414,0.160237083537238,2.12634181449854,-0.761444073586525,0.372247226386357,3.48763082643289,-2.00396559286039,-1.75261381243679,-1.36676697232073,0.734205697371176,-0.352241752519458
1,0.587438775510204,0.0306623782543909,0.160638944728034,2.12634181449854,-0.761444073586525,0.372247226386357,3.48737042723195,-2.00250215928671,-1.75370822461198,-1.36687143714791,0.734101706164368,-0.352598089036532
1,0.587020408163265,0.0303495969999404,0.16104080591883,2.12634181449854,-0.761444073586525,0.372247226386357,3.48710960822642,-2.00103865839318,-1.7548003808789,-1.36697772086121,0.733997605890257,-0.352955087898873
1,0.586602040816327,0.03003681574549,0.161442667109626,2.12634181449854,-0.761444073586525,0.372247226386357,3.48684835584282,-1.99957509929074,-1.75589029537494,-1.36708577737032,0.733893396007016,-0.353312763071252
1,0.586183673469388,0.0297240344910395,0.161844528300422,2.12634181449854,-0.761444073586525,0.372247226386357,3.48658666898266,-1.9981114821259,-1.75697796468165,-1.36719562091336,0.733789080906364,-0.353671102950272
1,0.585765306122449,0.029411253236589,0.162246389491217,2.12634181449854,-0.761444073586525,0.372247226386357,3.48632454671732,-1.99664780615513,-1.75806339656109,-1.36730721930682,0.733684652017384,-0.354030134936138
1,0.58534693877551,0.0290984719821385,0.162648250682013,2.12634181449854,-0.761444073586525,0.372247226386357,3.48606198794333,-1.99518407168371,-1.75914658541574,-1.36742059597472,0.733580116397943,-0.354389839639123
1,0.584928571428571,0.028785690727688,0.163050111872809,2.21299420887701,-0.507881186591005,0.262328172412617,3.48447467065985,-1.99054728153072,-1.77117821923146,-1.31932984570676,0.746847891269105,-0.614137611696474
1,0.584510204081633,0.0284729094732376,0.163451973063605,2.27592290143488,-0.248569505465812,0.149463199178995,3.48224818108643,-1.98660792851381,-1.78002735285402,-1.28020686530065,0.766204776831615,-0.869163344493992
1,0.584091836734694,0.0281601282187871,0.163853834254401,2.31465142120669,0.0150377711497138,0.0342826215526869,3.47948670006392,-1.98329278429544,-1.78545684423593,-1.25228328147801,0.790295481742273,-1.11809237758093
1,0.583673469387755,0.0278473469643366,0.164255695445197,2.32866920398231,0.281464246035271,-0.0825736513120794,3.47632680499498,-1.98056028295108,-1.78746605773866,-1.23663193838741,0.817525414418551,-1.36033737588472
1,0.583255102040816,0.0275345657098861,0.164657556635993,2.31742941400393,0.549184178020132,-0.200444662636781,3.47292920478588,-1.97842864707447,-1.78621961766017,-1.2333148353602,0.846216637161163,-1.59596250167261
1,0.582836734693878,0.0272217844554356,0.165059417826789,2.28035028399596,0.81659462646235,-0.318636140851612,3.46946853142017,-1.97696773119861,-1.78199180814438,-1.24162798568255,0.874733126753872,-1.82547556712002
1,0.583255102040816,0.0268471249966395,0.165404316050666,2.28035028399596,0.81659462646235,-0.318636140851612,3.46862297535642,-1.97725965160974,-1.78066086952273,-1.24198941167158,0.874493074353984,-1.82653218204205
1,0.583673469387755,0.0264724655378433,0.165749214274543,2.28035028399596,0.81659462646235,-0.318636140851612,3.46777836164397,-1.9775532677615,-1.77932799416306,-1.24235133595775,0.874253836645465,-1.82758808001059
1,0.584091836734694,0.0260978060790471,0.16609411249842,2.28035028399596,0.81659462646235,-0.318636140851612,3.46693468740719,-1.97784857152967,-1.77799315942292,-1.24271382188702,0.874015413019588,-1.82864322473494
